ID,ACC
Os03g0784300|COMBINER_EST|CI118036|6,Os03g0784300
Os03g0784400|mRNA|AK062053|CDS+3'UTR,Os03g0784400
Os03g0784400|mRNA|AK103474|CDS+3'UTR,Os03g0784400
Os03g0784500|mRNA|AK108472|CDS+3'UTR,Os03g0784500
Os03g0784600|mRNA|AK109744|5'UTR+CDS,Os03g0784600
Os03g0784700|mRNA|AK070598|CDS+3'UTR,Os03g0784700
Os03g0784700|mRNA|AK103965|CDS+3'UTR,Os03g0784700
Os03g0784700|mRNA|D12815|CDS+3'UTR,Os03g0784700
Os03g0784700|mRNA|D17410|CDS+3'UTR,Os03g0784700
Os03g0784800|COMBINER_EST|CI422596|4,Os03g0784800
Os03g0784900|mRNA|AK060949|CDS+3'UTR,Os03g0784900
Os03g0784900|mRNA|AK099097|CDS+3'UTR,Os03g0784900
Os03g0785000|COMBINER_EST|CB682823|7,Os03g0785000
Os03g0785100|mRNA|AK063237|CDS+3'UTR,Os03g0785100
Os03g0785200|COMBINER_EST|CI481590|0,Os03g0785200
Os03g0785300|mRNA|AK063754|CDS+3'UTR,Os03g0785300
Os03g0785300|mRNA|AK102218|CDS+3'UTR,Os03g0785300
Os03g0785500|mRNA|AK067718|CDS+3'UTR,Os03g0785500
Os03g0785800|mRNA|AB071806|CDS+3'UTR,Os03g0785800
Os03g0785900|mRNA|AF050102|CDS+3'UTR,Os03g0785900
Os03g0785900|mRNA|AK103358|CDS+3'UTR,Os03g0785900
Os03g0786000|mRNA|AK061286|CDS+3'UTR,Os03g0786000
Os03g0786000|mRNA|AK073187|CDS+3'UTR,Os03g0786000
Os03g0786100|mRNA|AF022740|CDS+3'UTR,Os03g0786100
Os03g0786100|mRNA|AK061719|CDS+3'UTR,Os03g0786100
Os03g0786100|mRNA|AK098878|CDS+3'UTR,Os03g0786100
Os03g0786100|mRNA|AK120304|CDS+3'UTR,Os03g0786100
Os03g0786400|mRNA|AK067369|CDS+3'UTR,Os03g0786400
Os03g0786500|mRNA|AK106487|CDS+3'UTR,Os03g0786500
Os03g0786600|mRNA|AK109838|CDS+3'UTR,Os03g0786600
Os03g0786700|mRNA|AK067936|CDS+3'UTR,Os03g0786700
Os03g0786800|mRNA|AK059186|CDS+3'UTR,Os03g0786800
Os03g0786900|mRNA|AK121531|CDS+3'UTR,Os03g0786900
Os03g0787000|mRNA|AK065950|CDS+3'UTR,Os03g0787000
Os03g0787100|mRNA|AK110858|CDS+3'UTR,Os03g0787100
Os03g0787200|mRNA|AK103438|CDS+3'UTR,Os03g0787200
Os03g0787300|mRNA|AK061049|CDS+3'UTR,Os03g0787300
Os03g0787300|mRNA|AK104315|CDS+3'UTR,Os03g0787300
Os03g0787400|mRNA|AK120413|UTR,Os03g0787400
Os03g0787600|mRNA|AK059899|CDS+3'UTR,Os03g0787600
Os03g0787600|mRNA|AK070802|CDS+3'UTR,Os03g0787600
Os03g0788100|mRNA|AK109154|CDS+3'UTR,Os03g0788100
Os03g0788200|mRNA|AK106623|CDS+3'UTR,Os03g0788200
Os03g0788300|mRNA|AK059615|CDS+3'UTR,Os03g0788300
Os03g0788300|mRNA|AK069469|CDS+3'UTR,Os03g0788300
Os03g0788400|COMBINER_EST|CB634810|7,Os03g0788400
Os03g0788500|mRNA|AK072204|CDS+3'UTR,Os03g0788500
Os03g0788600|mRNA|AK069046|CDS+3'UTR,Os03g0788600
Os03g0788600|mRNA|AK106114|CDS+3'UTR,Os03g0788600
Os03g0788700|mRNA|AK073842|CDS+3'UTR,Os03g0788700
Os03g0788800|mRNA|AK071670|CDS+3'UTR,Os03g0788800
Os03g0789000|COMBINER_EST|Os03g0789000|8,Os03g0789000
Os03g0789200|mRNA|AK071787|CDS+3'UTR,Os03g0789200
Os03g0789200|mRNA|AY224542|CDS,Os03g0789200
Os03g0789300|COMBINER|CI109882|6,Os03g0789300
Os03g0789400|COMBINER_EST|CB660182|7,Os03g0789400
Os03g0789500|mRNA|AK059333|CDS+3'UTR,Os03g0789500
Os03g0789600|mRNA|AK106967|CDS+3'UTR,Os03g0789600
Os03g0789800|mRNA|AK067287|CDS+3'UTR,Os03g0789800
Os03g0789800|mRNA|AK120138|CDS+3'UTR,Os03g0789800
Os03g0789900|mRNA|AK106804|CDS+3'UTR,Os03g0789900
Os03g0790000|mRNA|AK105547|CDS+3'UTR,Os03g0790000
Os03g0790100|COMBINER|CI436237|3,Os03g0790100
Os03g0790500|mRNA|AK107136|CDS+3'UTR,Os03g0790500
Os03g0790600|mRNA|AK063229|CDS+3'UTR,Os03g0790600
Os03g0790600|mRNA|AK103648|CDS+3'UTR,Os03g0790600
Os03g0790600|mRNA|AK106495|CDS+3'UTR,Os03g0790600
Os03g0790700|COMBINER_EST|CI480558|0,Os03g0790700
Os03g0790900|mRNA|AK059698|CDS+3'UTR,Os03g0790900
Os03g0790900|mRNA|AK065990|CDS+3'UTR,Os03g0790900
Os03g0790900|mRNA|AK100342|CDS+3'UTR,Os03g0790900
Os03g0790900|mRNA|AK121857|CDS+3'UTR,Os03g0790900
Os03g0791200|COMBINER_EST|CI439426|6,Os03g0791200
Os03g0791500|COMBINER_EST|Os03g0791500|8,Os03g0791500
Os03g0791700|mRNA|AK060551|UTR,Os03g0791700
Os03g0791700|mRNA|AK071881|CDS+3'UTR,Os03g0791700
Os03g0791700|mRNA|AK100700|CDS+3'UTR,Os03g0791700
Os03g0791700|mRNA|AK103914|CDS+3'UTR,Os03g0791700
Os03g0791800|mRNA|AB079798|CDS+3'UTR,Os03g0791800
Os03g0791800|mRNA|AK067703|CDS+3'UTR,Os03g0791800
Os03g0791800|mRNA|AK120251|CDS+3'UTR,Os03g0791800
Os03g0792400|mRNA|AK062004|CDS+3'UTR,Os03g0792400
Os03g0792400|mRNA|AK064808|CDS+3'UTR,Os03g0792400
Os03g0792500|mRNA|AK058879|CDS+3'UTR,Os03g0792500
Os03g0792500|mRNA|AK068848|CDS+3'UTR,Os03g0792500
Os03g0792500|mRNA|AK100829|CDS+3'UTR,Os03g0792500
Os03g0792500|mRNA|AY224567|CDS,Os03g0792500
Os03g0792600|mRNA|AB109201|CDS+3'UTR,Os03g0792600
Os03g0792600|mRNA|AK059559|CDS+3'UTR,Os03g0792600
Os03g0792600|mRNA|AK103751|CDS+3'UTR,Os03g0792600
Os03g0792800|COMBINER_EST|CI533188|0,Os03g0792800
Os03g0792900|mRNA|AK102503|CDS+3'UTR,Os03g0792900
Os03g0792900|mRNA|AY377427|CDS+3'UTR,Os03g0792900
Os03g0793000|mRNA|AK108205|CDS+3'UTR,Os03g0793000
Os03g0793000|mRNA|AY526867|CDS+3'UTR,Os03g0793000
Os03g0793100|mRNA|AK067897|CDS+3'UTR,Os03g0793100
Os03g0793300|mRNA|AK108384|CDS+3'UTR,Os03g0793300
Os03g0793500|mRNA|AK103407|CDS+3'UTR,Os03g0793500
Os03g0793500|mRNA|AK121620|CDS+3'UTR,Os03g0793500
Os03g0793600|COMBINER_EST|Os03g0793600|8,Os03g0793600
Os03g0793700|mRNA|AF051154|CDS,Os03g0793700
Os03g0793700|mRNA|AK121667|CDS+3'UTR,Os03g0793700
Os03g0793700|mRNA|AY098743|CDS+3'UTR,Os03g0793700
Os03g0793700|mRNA|U45320|CDS,Os03g0793700
Os03g0793700|mRNA|U45321|CDS,Os03g0793700
Os03g0793800|mRNA|AK058812|CDS+3'UTR,Os03g0793800
Os03g0793900|COMBINER_EST|AU090568|6,Os03g0793900
Os03g0794000|mRNA|AK108123|CDS+3'UTR,Os03g0794000
Os03g0794200|COMBINER_EST|CI422957|0,Os03g0794200
Os03g0794300|COMBINER_EST|Os03g0794300|8,Os03g0794300
Os03g0794400|COMBINER_EST|Os03g0794400|8,Os03g0794400
Os03g0794500|mRNA|AK071839|CDS+3'UTR,Os03g0794500
Os03g0794500|mRNA|AY332470|CDS+3'UTR,Os03g0794500
Os03g0794700|mRNA|AK058881|CDS+3'UTR,Os03g0794700
Os03g0794700|mRNA|AK059548|CDS+3'UTR,Os03g0794700
Os03g0794800|mRNA|AK058269|CDS+3'UTR,Os03g0794800
Os03g0794800|mRNA|AK070933|CDS+3'UTR,Os03g0794800
Os03g0794900|mRNA|AK061765|CDS+3'UTR,Os03g0794900
Os03g0794900|mRNA|AK071241|CDS+3'UTR,Os03g0794900
Os03g0794900|mRNA|AK102390|CDS+3'UTR,Os03g0794900
Os03g0794900|mRNA|AK104382|CDS+3'UTR,Os03g0794900
Os03g0795000|mRNA|AK066562|CDS+3'UTR,Os03g0795000
Os03g0795100|mRNA|AK068731|CDS+3'UTR,Os03g0795100
Os03g0795200|mRNA|AK120623|CDS+3'UTR,Os03g0795200
Os03g0795300|mRNA|AK064239|CDS+3'UTR,Os03g0795300
Os03g0795400|COMBINER_EST|CI003019|6,Os03g0795400
Os03g0795500|mRNA|AK101877|CDS+3'UTR,Os03g0795500
Os03g0795600|mRNA|AK107547|CDS+3'UTR,Os03g0795600
Os03g0795800|mRNA|AK102207|CDS+3'UTR,Os03g0795800
Os03g0795800|mRNA|AK120312|CDS+3'UTR,Os03g0795800
Os03g0795900|mRNA|AK068660|CDS+3'UTR,Os03g0795900
Os03g0796000|mRNA|AK064912|CDS+3'UTR,Os03g0796000
Os03g0796000|mRNA|AK106661|CDS+3'UTR,Os03g0796000
Os03g0796000|mRNA|U16747|UTR,Os03g0796000
Os03g0796100|COMBINER_EST|CI070273|0,Os03g0796100
Os03g0796400|mRNA|AK109800|CDS+3'UTR,Os03g0796400
Os03g0796600|mRNA|AK062757|UTR,Os03g0796600
Os03g0796600|mRNA|AK105257|CDS+3'UTR,Os03g0796600
Os03g0796800|COMBINER_EST|CI406462|4,Os03g0796800
Os03g0796900|mRNA|AK068589|CDS+3'UTR,Os03g0796900
Os03g0796900|mRNA|AY072929|CDS+3'UTR,Os03g0796900
Os03g0796900|mRNA|D78609|CDS+3'UTR,Os03g0796900
Os03g0797000|mRNA|AK073440|CDS+3'UTR,Os03g0797000
Os03g0797100|COMBINER|CI087016|6,Os03g0797100
Os03g0797300|COMBINER_EST|CI256128|6,Os03g0797300
Os03g0797400|mRNA|AK072595|CDS+3'UTR,Os03g0797400
Os03g0797500|COMBINER_EST|Os03g0797500|8,Os03g0797500
Os03g0797600|mRNA|AK067446|CDS+3'UTR,Os03g0797600
Os03g0797600|mRNA|AK068388|CDS+3'UTR,Os03g0797600
Os03g0797600|mRNA|AK104412|CDS+3'UTR,Os03g0797600
Os03g0797700|mRNA|AK061648|CDS+3'UTR,Os03g0797700
Os03g0797700|mRNA|AK098876|CDS+3'UTR,Os03g0797700
Os03g0797800|mRNA|AK059619|CDS+3'UTR,Os03g0797800
Os03g0797900|COMBINER_EST|Os03g0797900|8,Os03g0797900
Os03g0798000|COMBINER_EST|Os03g0798000|8,Os03g0798000
Os03g0798200|mRNA|AK071454|CDS+3'UTR,Os03g0798200
Os03g0798200|mRNA|AK071950|CDS+3'UTR,Os03g0798200
Os03g0798300|mRNA|AK108034|CDS+3'UTR,Os03g0798300
Os03g0798400|mRNA|AK109070|CDS+3'UTR,Os03g0798400
Os03g0798500|COMBINER_EST|Os03g0798500|8,Os03g0798500
Os03g0798600|mRNA|AK121716|CDS+3'UTR,Os03g0798600
Os03g0798600|mRNA|D29729|CDS+3'UTR,Os03g0798600
Os03g0799000|mRNA|AK067840|CDS+3'UTR,Os03g0799000
Os03g0799000|mRNA|AK099211|CDS+3'UTR,Os03g0799000
Os03g0799100|mRNA|AB118003|CDS+3'UTR,Os03g0799100
Os03g0799100|mRNA|AK058959|CDS+3'UTR,Os03g0799100
Os03g0799100|mRNA|AK102772|CDS+3'UTR,Os03g0799100
Os03g0799200|mRNA|AK067976|CDS+3'UTR,Os03g0799200
Os03g0799300|mRNA|AK108023|CDS+3'UTR,Os03g0799300
Os03g0799500|mRNA|AK071709|CDS+3'UTR,Os03g0799500
Os03g0799600|mRNA|AK072569|CDS+3'UTR,Os03g0799600
Os03g0799600|mRNA|AK104450|CDS+3'UTR,Os03g0799600
Os03g0799700|mRNA|AK109922|CDS+3'UTR,Os03g0799700
Os03g0799900|mRNA|AK111711|CDS+3'UTR,Os03g0799900
Os03g0800000|mRNA|AK064790|CDS+3'UTR,Os03g0800000
Os03g0800000|mRNA|AK068267|CDS+3'UTR,Os03g0800000
Os03g0800100|mRNA|AK063420|CDS+3'UTR,Os03g0800100
Os03g0800200|COMBINER_EST|CI106949|6,Os03g0800200
Os03g0800400|mRNA|AK071430|CDS+3'UTR,Os03g0800400
Os03g0800500|mRNA|AK061104|CDS+3'UTR,Os03g0800500
Os03g0800500|mRNA|AK070229|CDS+3'UTR,Os03g0800500
Os03g0800600|COMBINER_EST|Os03g0800600|8,Os03g0800600
Os03g0800700|mRNA|AK062383|CDS+3'UTR,Os03g0800700
Os03g0800800|mRNA|AK065406|CDS+3'UTR,Os03g0800800
Os03g0800900|COMBINER_EST|CI438150|3,Os03g0800900
Os03g0801000|mRNA|AK111357|CDS+3'UTR,Os03g0801000
Os03g0801200|COMBINER_EST|Os03g0801200|8,Os03g0801200
Os03g0801300|COMBINER|CI426525|6,Os03g0801300
Os03g0801300|COMBINER|CI426525|x,Os03g0801300
Os03g0801500|mRNA|AK122059|CDS+3'UTR,Os03g0801500
Os03g0801600|mRNA|AK069591|CDS+3'UTR,Os03g0801600
Os03g0801600|mRNA|AK099884|CDS+3'UTR,Os03g0801600
Os03g0801600|mRNA|AY224552|CDS,Os03g0801600
Os03g0801700|mRNA|AK069505|CDS+3'UTR,Os03g0801700
Os03g0801800|mRNA|AK067130|CDS+3'UTR,Os03g0801800
Os03g0801900|mRNA|AK106415|CDS+3'UTR,Os03g0801900
Os03g0802100|COMBINER_EST|Os03g0802100|8,Os03g0802100
Os03g0802200|mRNA|AK111769|CDS+3'UTR,Os03g0802200
Os03g0802300|mRNA|AK105727|CDS+3'UTR,Os03g0802300
Os03g0802300|mRNA|AK120564|CDS+3'UTR,Os03g0802300
Os03g0802300|mRNA|AK120687|CDS+3'UTR,Os03g0802300
Os03g0802400|mRNA|AK110996|CDS+3'UTR,Os03g0802400
Os03g0802500|mRNA|AK070731|CDS+3'UTR,Os03g0802500
Os03g0802500|mRNA|AK099212|CDS+3'UTR,Os03g0802500
Os03g0802500|mRNA|AK104696|CDS+3'UTR,Os03g0802500
Os03g0802600|COMBINER_EST|CI556052|0,Os03g0802600
Os03g0802700|COMBINER_EST|CI043234|6,Os03g0802700
Os03g0802800|mRNA|AK059670|CDS+3'UTR,Os03g0802800
Os03g0802900|mRNA|AK100177|CDS+3'UTR,Os03g0802900
Os03g0803000|mRNA|AK102944|CDS+3'UTR,Os03g0803000
Os03g0803100|COMBINER_EST|AU181550|6,Os03g0803100
Os03g0803200|mRNA|AK111283|CDS+3'UTR,Os03g0803200
Os03g0803300|mRNA|AK061608|UTR,Os03g0803300
Os03g0803400|COMBINER_EST|CI435896|0,Os03g0803400
Os03g0803500|mRNA|AK059759|CDS+3'UTR,Os03g0803500
Os03g0803600|COMBINER_EST|CI526548|6,Os03g0803600
Os03g0803700|mRNA|AK064481|CDS+3'UTR,Os03g0803700
Os03g0803800|mRNA|AK063484|5'UTR+CDS,Os03g0803800
Os03g0803900|COMBINER_EST|CI374989|6,Os03g0803900
Os03g0804000|mRNA|AK059908|CDS+3'UTR,Os03g0804000
Os03g0804100|COMBINER_EST|Os03g0804100|8,Os03g0804100
Os03g0804200|COMBINER_EST|CI422168|6,Os03g0804200
Os03g0804300|mRNA|AK067295|CDS+3'UTR,Os03g0804300
Os03g0804300|mRNA|AK104353|CDS+3'UTR,Os03g0804300
Os03g0804300|mRNA|AK106099|CDS+3'UTR,Os03g0804300
Os03g0804400|mRNA|AK073430|CDS+3'UTR,Os03g0804400
Os03g0804400|mRNA|AK120592|CDS+3'UTR,Os03g0804400
Os03g0804500|mRNA|AF072694|CDS+3'UTR,Os03g0804500
Os03g0804500|mRNA|AK062698|CDS+3'UTR,Os03g0804500
Os03g0804600|COMBINER_EST|Os03g0804600|8,Os03g0804600
Os03g0804700|COMBINER_EST|CI253880|6,Os03g0804700
Os03g0804800|mRNA|AK100651|CDS+3'UTR,Os03g0804800
Os03g0804900|COMBINER_EST|Os03g0804900|8,Os03g0804900
Os03g0805100|mRNA|AB007501|CDS+3'UTR,Os03g0805100
Os03g0805200|mRNA|AB042643|5'UTR+CDS,Os03g0805200
Os03g0805200|mRNA|AK066048|CDS+3'UTR,Os03g0805200
Os03g0805300|mRNA|AK060885|CDS+3'UTR,Os03g0805300
Os03g0805300|mRNA|AK099257|CDS+3'UTR,Os03g0805300
Os03g0805300|mRNA|AK100350|CDS+3'UTR,Os03g0805300
Os03g0805400|mRNA|AK060174|CDS+3'UTR,Os03g0805400
Os03g0805400|mRNA|AK071708|CDS+3'UTR,Os03g0805400
Os03g0805400|mRNA|AK102189|CDS+3'UTR,Os03g0805400
Os03g0805500|mRNA|AK067857|CDS+3'UTR,Os03g0805500
Os03g0805600|COMBINER_EST|CI439180|6,Os03g0805600
Os03g0805700|COMBINER_EST|Os03g0805700|8,Os03g0805700
Os03g0805800|COMBINER_EST|Os03g0805800|8,Os03g0805800
Os03g0805900|COMBINER_EST|Os03g0805900|8,Os03g0805900
Os03g0806400|mRNA|AK073074|CDS+3'UTR,Os03g0806400
Os03g0806500|mRNA|AK073308|CDS+3'UTR,Os03g0806500
Os03g0806500|mRNA|AK100198|CDS+3'UTR,Os03g0806500
Os03g0806600|mRNA|AK070959|CDS+3'UTR,Os03g0806600
Os03g0806700|mRNA|AK062034|CDS+3'UTR,Os03g0806700
Os03g0806700|mRNA|AK067603|CDS+3'UTR,Os03g0806700
Os03g0806800|mRNA|AK061623|CDS+3'UTR,Os03g0806800
Os03g0806800|mRNA|AK120337|CDS+3'UTR,Os03g0806800
Os03g0806900|mRNA|AK121708|CDS+3'UTR,Os03g0806900
Os03g0807000|COMBINER|CI422591|x,Os03g0807000
Os03g0807000|COMBINER|CI455557|0,Os03g0807000
Os03g0807100|COMBINER_EST|CI041409|0,Os03g0807100
Os03g0807200|mRNA|AK063932|CDS+3'UTR,Os03g0807200
Os03g0807200|mRNA|AK103496|CDS+3'UTR,Os03g0807200
Os03g0807200|mRNA|AK122072|UTR,Os03g0807200
Os03g0807400|mRNA|AK065345|CDS+3'UTR,Os03g0807400
Os03g0807500|COMBINER_EST|Os03g0807500|8,Os03g0807500
Os03g0807700|mRNA|AK059286|CDS+3'UTR,Os03g0807700
Os03g0807700|mRNA|AK121037|CDS+3'UTR,Os03g0807700
Os03g0807800|mRNA|AK064984|CDS+3'UTR,Os03g0807800
Os03g0807900|mRNA|AK060962|CDS+3'UTR,Os03g0807900
Os03g0807900|mRNA|AK070287|CDS+3'UTR,Os03g0807900
Os03g0808000|COMBINER_EST|Os03g0808000|8,Os03g0808000
Os03g0808100|mRNA|AK058615|5'UTR+CDS,Os03g0808100
Os03g0808100|mRNA|AK061688|CDS+3'UTR,Os03g0808100
Os03g0808100|mRNA|AK069196|CDS+3'UTR,Os03g0808100
Os03g0808200|COMBINER_EST|Os03g0808200|8,Os03g0808200
Os03g0808300|mRNA|AK109389|CDS+3'UTR,Os03g0808300
Os03g0808500|COMBINER_EST|AU182644|6,Os03g0808500
Os03g0808600|mRNA|AK066615|CDS+3'UTR,Os03g0808600
Os03g0808900|mRNA|AK065100|CDS+3'UTR,Os03g0808900
Os03g0809000|mRNA|AK121408|CDS+3'UTR,Os03g0809000
Os03g0809100|mRNA|AK070392|CDS+3'UTR,Os03g0809100
Os03g0809200|mRNA|AK102250|CDS+3'UTR,Os03g0809200
Os03g0809300|mRNA|AK103140|CDS+3'UTR,Os03g0809300
Os03g0809400|COMBINER_EST|CI269883|6,Os03g0809400
Os03g0809700|mRNA|AK060622|CDS+3'UTR,Os03g0809700
Os03g0809700|mRNA|AK071374|CDS+3'UTR,Os03g0809700
Os03g0809800|COMBINER_EST|CI429853|6,Os03g0809800
Os03g0809900|mRNA|AK103277|CDS+3'UTR,Os03g0809900
Os03g0810100|mRNA|AK070756|CDS+3'UTR,Os03g0810100
Os03g0810300|mRNA|AK106765|CDS+3'UTR,Os03g0810300
Os03g0810400|COMBINER_EST|Os03g0810400|8,Os03g0810400
Os03g0810500|mRNA|AK062378|UTR,Os03g0810500
Os03g0810600|mRNA|AK058711|CDS+3'UTR,Os03g0810600
Os03g0810600|mRNA|AK068526|CDS+3'UTR,Os03g0810600
Os03g0810600|mRNA|AK101920|CDS+3'UTR,Os03g0810600
Os03g0810800|mRNA|AK060010|CDS+3'UTR,Os03g0810800
Os03g0810800|mRNA|AK070201|CDS+3'UTR,Os03g0810800
Os03g0810800|mRNA|AK105938|CDS+3'UTR,Os03g0810800
Os03g0810900|mRNA|AK121284|CDS+3'UTR,Os03g0810900
Os03g0811100|mRNA|AK061963|CDS+3'UTR,Os03g0811100
Os03g0811100|mRNA|AK072463|CDS+3'UTR,Os03g0811100
Os03g0811200|mRNA|AK069532|CDS+3'UTR,Os03g0811200
Os03g0811300|mRNA|AK071871|CDS+3'UTR,Os03g0811300
Os03g0811400|COMBINER_EST|CI239582|6,Os03g0811400
Os03g0811500|mRNA|AK103214|CDS+3'UTR,Os03g0811500
Os03g0811600|mRNA|AK071076|CDS+3'UTR,Os03g0811600
Os03g0811700|mRNA|AK059288|CDS+3'UTR,Os03g0811700
Os03g0811700|mRNA|AK121661|CDS+3'UTR,Os03g0811700
Os03g0811800|mRNA|AK063320|CDS+3'UTR,Os03g0811800
Os03g0811900|mRNA|AK122007|CDS+3'UTR,Os03g0811900
Os03g0812000|mRNA|AF140497|CDS,Os03g0812000
Os03g0812000|mRNA|AK059281|CDS+3'UTR,Os03g0812000
Os03g0812200|mRNA|AK060419|CDS+3'UTR,Os03g0812200
Os03g0812200|mRNA|AK067585|CDS+3'UTR,Os03g0812200
Os03g0812300|mRNA|AK108409|UTR,Os03g0812300
Os03g0812400|mRNA|AK119951|CDS+3'UTR,Os03g0812400
Os03g0812500|mRNA|AK102548|UTR,Os03g0812500
Os03g0813200|COMBINER_EST|Os03g0813200|8,Os03g0813200
Os03g0813700|COMBINER|CI464077|6,Os03g0813700
Os03g0814800|COMBINER_EST|Os03g0814800|8,Os03g0814800
Os03g0815100|mRNA|AK067690|CDS+3'UTR,Os03g0815100
Os03g0815100|mRNA|AK099245|CDS+3'UTR,Os03g0815100
Os03g0815100|mRNA|AK104551|CDS+3'UTR,Os03g0815100
Os03g0815100|mRNA|AK104712|CDS+3'UTR,Os03g0815100
Os03g0815100|mRNA|AY596808|CDS+3'UTR,Os03g0815100
Os03g0815200|mRNA|AK058876|UTR,Os03g0815200
Os03g0815200|mRNA|AK062082|CDS+3'UTR,Os03g0815200
Os03g0815200|mRNA|AK099527|CDS+3'UTR,Os03g0815200
Os03g0815200|mRNA|AK121351|CDS+3'UTR,Os03g0815200
Os03g0815300|COMBINER|CI328448|6,Os03g0815300
Os03g0815400|mRNA|AK067057|CDS+3'UTR,Os03g0815400
Os03g0815400|mRNA|AK104198|CDS+3'UTR,Os03g0815400
Os03g0815700|mRNA|AK065405|CDS+3'UTR,Os03g0815700
Os03g0815800|mRNA|AK060543|UTR,Os03g0815800
Os03g0815800|mRNA|AK066670|CDS+3'UTR,Os03g0815800
Os03g0815800|mRNA|AK068252|CDS+3'UTR,Os03g0815800
Os03g0815900|mRNA|AK065258|CDS+3'UTR,Os03g0815900
Os03g0815900|mRNA|AK119756|CDS+3'UTR,Os03g0815900
Os03g0816000|COMBINER_EST|CI419583|4,Os03g0816000
Os03g0816100|mRNA|AK103264|CDS+3'UTR,Os03g0816100
Os03g0816200|mRNA|AK109021|CDS+3'UTR,Os03g0816200
Os03g0816300|mRNA|AK109509|CDS+3'UTR,Os03g0816300
Os03g0816400|mRNA|AK101843|CDS+3'UTR,Os03g0816400
Os03g0816400|mRNA|AK109765|CDS+3'UTR,Os03g0816400
Os03g0816500|mRNA|AK099739|CDS+3'UTR,Os03g0816500
Os03g0816600|mRNA|AK069320|CDS+3'UTR,Os03g0816600
Os03g0816700|mRNA|AK107781|CDS+3'UTR,Os03g0816700
Os03g0816800|mRNA|AK071618|CDS+3'UTR,Os03g0816800
Os03g0816900|mRNA|AK066412|CDS,Os03g0816900
Os03g0817000|mRNA|AK104998|CDS+3'UTR,Os03g0817000
Os03g0817100|COMBINER_EST|Os03g0817100|8,Os03g0817100
Os03g0817200|mRNA|AK121940|CDS+3'UTR,Os03g0817200
Os03g0817500|mRNA|AK111450|CDS+3'UTR,Os03g0817500
Os03g0817800|mRNA|AK061407|CDS+3'UTR,Os03g0817800
Os03g0817800|mRNA|AK065071|CDS+3'UTR,Os03g0817800
Os03g0817800|mRNA|AK104541|CDS+3'UTR,Os03g0817800
Os03g0817900|mRNA|AK071479|CDS+3'UTR,Os03g0817900
Os03g0818000|COMBINER_EST|CI136147|6,Os03g0818000
Os03g0818100|mRNA|AK064366|CDS+3'UTR,Os03g0818100
Os03g0818100|mRNA|AK121701|CDS+3'UTR,Os03g0818100
Os03g0818200|mRNA|AK058641|CDS+3'UTR,Os03g0818200
Os03g0818300|mRNA|AK103363|CDS+3'UTR,Os03g0818300
Os03g0818400|mRNA|AK102675|CDS+3'UTR,Os03g0818400
Os03g0818400|mRNA|AK120081|CDS+3'UTR,Os03g0818400
Os03g0818800|COMBINER_EST|CI364445|6,Os03g0818800
Os03g0819100|mRNA|AK073744|CDS+3'UTR,Os03g0819100
Os03g0819300|mRNA|AK072873|CDS+3'UTR,Os03g0819300
Os03g0819400|mRNA|AK070263|CDS+3'UTR,Os03g0819400
Os03g0819500|COMBINER_EST|Os03g0819500|8,Os03g0819500
Os03g0819600|mRNA|AK061390|CDS+3'UTR,Os03g0819600
Os03g0819600|mRNA|AK104791|CDS+3'UTR,Os03g0819600
Os03g0819700|mRNA|AK067854|CDS+3'UTR,Os03g0819700
Os03g0819900|mRNA|AK111912|CDS+3'UTR,Os03g0819900
Os03g0819900|mRNA|AK112029|CDS+3'UTR,Os03g0819900
Os03g0819900|mRNA|AY576526|CDS+3'UTR,Os03g0819900
Os03g0819900|mRNA|AY579410|CDS+3'UTR,Os03g0819900
Os03g0820100|mRNA|AK111534|CDS+3'UTR,Os03g0820100
Os03g0820200|COMBINER|CI206634|6,Os03g0820200
Os03g0820300|mRNA|AK068861|CDS+3'UTR,Os03g0820300
Os03g0820300|mRNA|AY286474|CDS+3'UTR,Os03g0820300
Os03g0820400|mRNA|AK119690|CDS+3'UTR,Os03g0820400
Os03g0820400|mRNA|AY286473|CDS+3'UTR,Os03g0820400
Os03g0820400|mRNA|AY305864|CDS+3'UTR,Os03g0820400
Os03g0820500|COMBINER_EST|CI417173|1,Os03g0820500
Os03g0820600|mRNA|AK058941|CDS+3'UTR,Os03g0820600
Os03g0820600|mRNA|AK105336|CDS+3'UTR,Os03g0820600
Os03g0820700|mRNA|AK100155|CDS+3'UTR,Os03g0820700
Os03g0820900|mRNA|AK072450|CDS+3'UTR,Os03g0820900
Os03g0821100|mRNA|AK069740|CDS+3'UTR,Os03g0821100
Os03g0821100|mRNA|AK102784|CDS+3'UTR,Os03g0821100
Os03g0821200|COMBINER_EST|CI259166|6,Os03g0821200
Os03g0821300|mRNA|AJ575237|5'UTR+CDS,Os03g0821300
Os03g0821300|mRNA|AK071722|CDS+3'UTR,Os03g0821300
Os03g0821300|mRNA|AK073306|CDS+3'UTR,Os03g0821300
Os03g0821400|mRNA|AK069793|CDS+3'UTR,Os03g0821400
Os03g0821700|mRNA|AK102999|CDS+3'UTR,Os03g0821700
Os03g0821800|mRNA|AK102290|CDS+3'UTR,Os03g0821800
Os03g0821900|mRNA|AK070847|CDS+3'UTR,Os03g0821900
Os03g0821900|mRNA|AK104902|CDS+3'UTR,Os03g0821900
